詞頻序號,詞目,,出現頻次,累積頻次,累積百分比
59433,潛伏性,,1,525558,99.092962
59434,潛思,,1,525559,99.093151
59435,潛航,,1,525560,99.09334
59436,潛移默化,ㄑㄧㄢˊ　ㄧˊ　ㄇㄛˋ　ㄏㄨㄚˋ,1,525561,99.093529
59437,潛游,,1,525562,99.093718
59438,潛進,,1,525563,99.093907
59439,潛艇反應堆,,1,525564,99.094096
59440,潛葉蠅,,1,525565,99.094285
59441,潛遊,,1,525566,99.094474
59442,潸然淚下,ㄕㄢ　ㄖㄢˊ　ㄌㄟˋ　ㄒㄧㄚˋ,1,525567,99.094663
59443,潮州怒漢,,1,525568,99.094852
59444,潮紅,ㄔㄠˊ　ㄏㄨㄥˊ,1,525569,99.095041
59445,潮浪王子,,1,525570,99.09523
59446,潮間,,1,525571,99.095419
59447,潮間帶,,1,525572,99.095608
59448,潮溪,,1,525573,99.095797
59449,澎湖群島,ㄆㄥˊ　ㄏㄨˊ　ㄑㄩㄣˊ　ㄉㄠˇ,1,525574,99.095986
59450,澎澎,,1,525575,99.096175
59451,澎縣,,1,525576,99.096364
59452,潺潺流水,,1,525577,99.096553
59453,潰不成軍,ㄎㄨㄟˋ　ㄅㄨˋ　ㄔㄥˊ　ㄐㄩㄣ,1,525578,99.096742
59454,潰決,ㄎㄨㄟˋ　ㄐㄩㄝˊ,1,525579,99.096931
59455,潰破,,1,525580,99.09712
59456,潰敗,ㄎㄨㄟˋ　ㄅㄞˋ,1,525581,99.097309
59457,潰散,ㄎㄨㄟˋ　ㄙㄢˋ,1,525582,99.097498
59458,潰亂,ㄎㄨㄟˋ　ㄌㄨㄢˋ,1,525583,99.097687
59459,潰瘍狀,,1,525584,99.097876
59460,潰縮式,,1,525585,99.098065
59461,潰縮區,,1,525586,99.098254
59462,潤州,,1,525587,99.098443
59463,潤肺,ㄖㄨㄣˋ　ㄈㄟˋ,1,525588,99.098632
59464,潤泰紡織,,1,525589,99.098821
59465,潤喉,ㄖㄨㄣˋ　ㄏㄡˊ,1,525590,99.09901
59466,潤筆,ㄖㄨㄣˋ　ㄅㄧˇ,1,525591,99.099199
59467,潤絲精,,1,525592,99.099388
59468,潤滑費,,1,525593,99.099577
59469,潤福,,1,525594,99.099766
59470,潤福生活事業股份有限公司,,1,525595,99.099955
59471,潤福俱樂部,,1,525596,99.100144
59472,潤餅,ㄖㄨㄣˋ　ㄅㄧㄥˇ,1,525597,99.100333
59473,潤膚油,,1,525598,99.100522
59474,潤濕,,1,525599,99.100711
59475,潘巧雲,,1,525600,99.1009
59476,潘旭晃,,1,525601,99.101089
59477,潘思亮,,1,525602,99.101278
59478,潘新汽車,,1,525603,99.101467
59479,潘遇莘,,1,525604,99.101656
59480,潘福斯,,1,525605,99.101845
59481,潘銘燊,,1,525606,99.102034
59482,潘禮門,,1,525607,99.102223
59483,滕進賢,,1,525608,99.102412
59484,潟湖,ㄒㄧˋ　ㄏㄨˊ,1,525609,99.102601
59485,熟年,ㄕㄨˊ　ㄋㄧㄢˊ,1,525610,99.10279
59486,熟面孔,,1,525611,99.102979
59487,熟食,ㄕㄡˊ　ㄕˊ,1,525612,99.103168
59488,熟悉感,,1,525613,99.103357
59489,熟習,ㄕㄡˊ　ㄒㄧˊ,1,525614,99.103546
59490,熟絡,ㄕㄨˊ　ㄌㄨㄛˋ,1,525615,99.103735
59491,熟視,ㄕㄨˊ　ㄕˋ,1,525616,99.103924
59492,熟諳,ㄕㄡˊ　ㄢ,1,525617,99.104113
59493,熟讀,ㄕㄡˊ　ㄉㄨˊ,1,525618,99.104302
59494,熬出頭,ㄠˊ　ㄔㄨ　ㄊㄡˊ,1,525619,99.104491
59495,熬的住,,1,525620,99.10468
59496,熬煮,ㄠˊ　ㄓㄨˇ,1,525621,99.104869
59497,熬粥,,1,525622,99.105058
59498,熬藥,ㄠˊ　ㄧㄠˋ,1,525623,99.105247
59499,熱力四射,,1,525624,99.105436
59500,熱力學,ㄖㄜˋ　ㄌㄧˋ　ㄒㄩㄝˊ,1,525625,99.105625
59501,熱天,ㄖㄜˋ　ㄊㄧㄢ,1,525626,99.105814
59502,熱毛巾,,1,525627,99.106003
59503,熱火,ㄖㄜˋ　ㄏㄨㄛˇ,1,525628,99.106192
59504,熱瓦克古塔,,1,525629,99.106381
59505,熱瓦克佛,,1,525630,99.10657
59506,熱瓦克佛寺,,1,525631,99.106759
59507,熱合,ㄖㄜˋ　ㄏㄜˊ,1,525632,99.106948
59508,熱血,ㄖㄜˋ　ㄒㄧㄝˇ,1,525633,99.107137
59509,熱吻,,1,525634,99.107326
59510,熱身運動,ㄖㄜˋ　ㄕㄣ　ㄩㄣˋ　ㄉㄨㄥˋ,1,525635,99.107515
59511,熱身操,,1,525636,99.107704
59512,熱身賽,ㄖㄜˋ　ㄕㄣ　ㄙㄞˋ,1,525637,99.107893
59513,熱咖啡,,1,525638,99.108082
59514,熱昏頭,,1,525639,99.108271
59515,熱河省,ㄖㄜˋ　ㄏㄜˊ　ㄕㄥˇ,1,525640,99.10846
59516,熱軋鋼捲,,1,525641,99.108649
59517,熱門音樂,ㄖㄜˋ　ㄇㄣˊ　ㄧㄣ　ㄩㄝˋ,1,525642,99.108838
59518,熱門話題,,1,525643,99.109027
59519,熱風,,1,525644,99.109216
59520,熱食,ㄖㄜˋ　ㄕˊ,1,525645,99.109405
59521,熱海,ㄖㄜˋ　ㄏㄞˇ,1,525646,99.109594
59522,熱能網,,1,525647,99.109783
59523,熱帶地方,,1,525648,99.109972
59524,熱帶氣候,,1,525649,99.110161
59525,熱帶病計畫,,1,525650,99.11035
59526,熱帶草原,,1,525651,99.110539
59527,熱帶乾草原,,1,525652,99.110728
59528,熱帶區,,1,525653,99.110917
59529,熱帶森林,,1,525654,99.111106
59530,熱帶植物,,1,525655,99.111295
59531,熱帶稀樹草原,,1,525656,99.111484
59532,熱帶雙尾蝶,,1,525657,99.111673
59533,熱情洋溢,,1,525658,99.111862
59534,熱望,ㄖㄜˋ　ㄨㄤˋ,1,525659,99.112051
59535,熱淚盈眶,ㄖㄜˋ　ㄌㄟˋ　ㄧㄥˊ　ㄎㄨㄤ,1,525660,99.11224
59536,熱湯,,1,525661,99.112429
59537,熱脹冷縮,,1,525662,99.112618
59538,熱量表,,1,525663,99.112807
59539,熱感式電子相紙,,1,525664,99.112996
59540,熱源,ㄖㄜˋ　ㄩㄢˊ,1,525665,99.113185
59541,熱敷,ㄖㄜˋ　ㄈㄨ,1,525666,99.113374
59542,熱熱,,1,525667,99.113563
59543,熱膜感應器,,1,525668,99.113752
59544,熱銷,ㄖㄜˋ　ㄒㄧㄠ,1,525669,99.113941
59545,熱銷話,,1,525670,99.11413
59546,熱戰方酣,,1,525671,99.114319
59547,熱褲,ㄖㄜˋ　ㄎㄨˋ,1,525672,99.114508
59548,熱遼,,1,525673,99.114697
59549,熱薄膜空氣感知器,,1,525674,99.114886
59550,獎外獎,,1,525675,99.115075
59551,獎別,,1,525676,99.115264
59552,獎杯,ㄐㄧㄤˇ　ㄅㄟ,1,525677,99.115453
59553,獎勉,ㄐㄧㄤˇ　ㄇㄧㄢˇ,1,525678,99.115642
59554,獎勵卡,,1,525679,99.115831
59555,獎懲,ㄐㄧㄤˇ　ㄔㄥˊ,1,525680,99.11602
59556,瑩瑩,,1,525681,99.116209
59557,瘠地,,1,525682,99.116398
59558,瘦女人,,1,525683,99.116587
59559,瘦皮猴,ㄕㄡˋ　ㄆㄧˊ　ㄏㄡˊ,1,525684,99.116776
59560,瘦皮龜,,1,525685,99.116965
59561,瘦骨如柴,ㄕㄡˋ　ㄍㄨˇ　ㄖㄨˊ　ㄔㄞˊ,1,525686,99.117154
59562,瘦骨嶙峋,ㄕㄡˋ　ㄍㄨˇ　ㄌㄧㄣˊ　ㄒㄩㄣˊ,1,525687,99.117343
59563,瘦稜,,1,525688,99.117532
59564,瘦瘦的,,1,525689,99.117721
59565,瘡痍,ㄔㄨㄤ　ㄧˊ,1,525690,99.11791
59566,皚皚,ㄞˊ　ㄞˊ,1,525691,99.118099
59567,皺巴巴,ㄓㄡˋ　ㄅㄚ　ㄅㄚ,1,525692,99.118288
59568,皺裂,,1,525693,99.118477
59569,皺襞,ㄓㄡˋ　ㄅㄧˋ,1,525694,99.118666
59570,盤中,,1,525695,99.118855
59571,盤古,ㄆㄢˊ　ㄍㄨˇ,1,525696,99.119044
59572,盤尼西林,ㄆㄢˊ　ㄋㄧˊ　ㄒㄧ　ㄌㄧㄣˊ,1,525697,99.119233
59573,盤住,,1,525698,99.119422
59574,盤卷,,1,525699,99.119611
59575,盤狀,,1,525700,99.1198
59576,盤根交錯,,1,525701,99.119989
59577,盤根錯節,ㄆㄢˊ　ㄍㄣ　ㄘㄨㄛˋ　ㄐㄧㄝˊ,1,525702,99.120178
59578,盤腿,ㄆㄢˊ　ㄊㄨㄟˇ,1,525703,99.120367
59579,盤領,,1,525704,99.120556
59580,盤價,,1,525705,99.120745
59581,盤踞,ㄆㄢˊ　ㄐㄩˋ,1,525706,99.120934
59582,盤據,ㄆㄢˊ　ㄐㄩˋ,1,525707,99.121123
59583,盤繞,ㄆㄢˊ　ㄖㄠˋ,1,525708,99.121312
59584,瞎眼,ㄒㄧㄚ　ㄧㄢˇ,1,525709,99.121501
59585,瞎懵,,1,525710,99.12169
59586,瞇眼,ㄇㄧ　ㄧㄢˇ,1,525711,99.121879
59587,磅,,1,525712,99.122068
59588,確定性,,1,525713,99.122257
59589,確然,,1,525714,99.122446
59590,碾進,,1,525715,99.122635
59591,稿債,,1,525716,99.122824
59592,稿酬,ㄍㄠˇ　ㄔㄡˊ,1,525717,99.123013
59593,稿頭,,1,525718,99.123202
59594,穀子,ㄍㄨˇ　˙ㄗ,1,525719,99.123391
59595,穀豆,,1,525720,99.12358
59596,穀神,,1,525721,99.123769
59597,穀梁傳,ㄍㄨˇ　ㄌㄧㄤˊ　ㄓㄨㄢˋ,1,525722,99.123958
59598,穀圍,,1,525723,99.124147
59599,穀糧,,1,525724,99.124336
59600,稽考,ㄐㄧ　ㄎㄠˇ,1,525725,99.124525
59601,稽核室,,1,525726,99.124714
59602,稻苗,ㄉㄠˋ　ㄇㄧㄠˊ,1,525727,99.124903
59603,稻浪,,1,525728,99.125092
59604,稻農,ㄉㄠˋ　ㄋㄨㄥˊ,1,525729,99.125281
59605,窯子,ㄧㄠˊ　˙ㄗ,1,525730,99.12547
59606,窯烤,,1,525731,99.125659
59607,窯業,ㄧㄠˊ　ㄧㄝˋ,1,525732,99.125848
59608,窯廠,,1,525733,99.126037
59609,窯爐,,1,525734,99.126226
59610,窮凶,,1,525735,99.126415
59611,窮凶極惡,,1,525736,99.126604
59612,窮兵,,1,525737,99.126793
59613,窮苦,ㄑㄩㄥˊ　ㄎㄨˇ,1,525738,99.126982
59614,窮追不捨,ㄑㄩㄥˊ　ㄓㄨㄟ　ㄅㄨˋ　ㄕㄜˇ,1,525739,99.127171
59615,窮途末路,ㄑㄩㄥˊ　ㄊㄨˊ　ㄇㄛˋ　ㄌㄨˋ,1,525740,99.12736
59616,窮途潦倒,ㄑㄩㄥˊ　ㄊㄨˊ　ㄌㄧㄠˊ　ㄉㄠˇ,1,525741,99.127549
59617,窮境,,1,525742,99.127738
59618,窮漢,ㄑㄩㄥˊ　ㄏㄢˋ,1,525743,99.127927
59619,窮緊張,,1,525744,99.128116
59620,窮酸,ㄑㄩㄥˊ　ㄙㄨㄢ,1,525745,99.128305
59621,窮潦,,1,525746,99.128494
59622,窮髮,ㄑㄩㄥˊ　ㄈㄚˇ,1,525747,99.128683
59623,窮學生,,1,525748,99.128872
59624,窮親戚,,1,525749,99.129061
59625,箭石,ㄐㄧㄢˋ　ㄕˊ,1,525750,99.12925
59626,箭在弦上,ㄐㄧㄢˋ　ㄗㄞˋ　ㄒㄧㄢˊ　ㄕㄤˋ,1,525751,99.129439
59627,箭袖,ㄐㄧㄢˋ　ㄒㄧㄡˋ,1,525752,99.129628
59628,箭袋,ㄐㄧㄢˋ　ㄉㄞˋ,1,525753,99.129817
59629,箭靶子,ㄐㄧㄢˋ　ㄅㄚˇ　˙ㄗ,1,525754,99.130006
59630,箭頭狀,,1,525755,99.130195
59631,箱型,,1,525756,99.130384
59632,箱型車,,1,525757,99.130573
59633,箱型盤整,,1,525758,99.130762
59634,箱蓋,,1,525759,99.130951
59635,範文,ㄈㄢˋ　ㄨㄣˊ,1,525760,99.13114
59636,篆文,ㄓㄨㄢˋ　ㄨㄣˊ,1,525761,99.131329
59637,篆刻,ㄓㄨㄢˋ　ㄎㄜˋ,1,525762,99.131518
59638,篇名,,1,525763,99.131707
59639,篇篇,,1,525764,99.131896
59640,糊口,ㄏㄨˊ　ㄎㄡˇ,1,525765,99.132085
59641,糊里糊塗,ㄏㄨˊ　ㄌㄧˇ　ㄏㄨˊ　ㄊㄨˊ,1,525766,99.132274
59642,糊紙,ㄏㄨˊ　ㄓˇ,1,525767,99.132463
59643,締約,ㄉㄧˋ　ㄩㄝ,1,525768,99.132652
59644,締造者,,1,525769,99.132841
59645,練功,ㄌㄧㄢˋ　ㄍㄨㄥ,1,525770,99.13303
59646,練字,ㄌㄧㄢˋ　ㄗˋ,1,525771,99.133219
59647,練氣功,,1,525772,99.133408
59648,練球場,,1,525773,99.133597
59649,練習場,,1,525774,99.133786
59650,練習題,,1,525775,99.133975
59651,練跑,,1,525776,99.134164
59652,練達,ㄌㄧㄢˋ　ㄉㄚˊ,1,525777,99.134353
59653,緯線,ㄨㄟˇ　ㄒㄧㄢˋ,1,525778,99.134542
59654,緻密骨,,1,525779,99.134731
59655,緬北,,1,525780,99.13492
59656,緬籍,,1,525781,99.135109
59657,緝查,,1,525782,99.135298
59658,緝拿,ㄑㄧˋ　ㄋㄚˊ,1,525783,99.135487
59659,緝捕,ㄑㄧˋ　ㄅㄨˇ,1,525784,99.135676
59660,編戶,ㄅㄧㄢ　ㄏㄨˋ,1,525785,99.135865
59661,編刊物,,1,525786,99.136054
59662,編年史,ㄅㄧㄢ　ㄋㄧㄢˊ　ㄕˇ,1,525787,99.136243
59663,編委會,,1,525788,99.136432
59664,編故事,,1,525789,99.136621
59665,編修,ㄅㄧㄢ　ㄒㄧㄡ,1,525790,99.13681
59666,編紙,,1,525791,99.136999
59667,編造,ㄅㄧㄢ　ㄗㄠˋ,1,525792,99.137188
59668,編舞者,,1,525793,99.137377
59669,編舞家,,1,525794,99.137566
59670,編劇家,,1,525795,99.137755
59671,編導演,,1,525796,99.137944
59672,編輯獎,,1,525797,99.138133
59673,編織帶,,1,525798,99.138322
59674,編譯,ㄅㄧㄢ　ㄧˋ,1,525799,99.138511
59675,編譯館,,1,525800,99.1387
59676,編鐘,ㄅㄧㄢ　ㄓㄨㄥ,1,525801,99.138889
59677,緣於,,1,525802,99.139078
59678,線人,ㄒㄧㄢˋ　ㄖㄣˊ,1,525803,99.139267
59679,線形,,1,525804,99.139456
59680,線材,ㄒㄧㄢˋ　ㄘㄞˊ,1,525805,99.139645
59681,線性規劃,ㄒㄧㄢˋ　ㄒㄧㄥˋ　ㄍㄨㄟ　ㄏㄨㄚˋ,1,525806,99.139834
59682,線性電車,,1,525807,99.140023
59683,線圈電切術,,1,525808,99.140212
59684,線描,,1,525809,99.140401
59685,線軸車,,1,525810,99.14059
59686,線腳,,1,525811,99.140779
59687,線頭,ㄒㄧㄢˋ　ㄊㄡˊ,1,525812,99.140968
59688,線蟲類,,1,525813,99.141157
59689,緩刑,ㄏㄨㄢˇ　ㄒㄧㄥˊ,1,525814,99.141346
59690,緩行,ㄏㄨㄢˇ　ㄒㄧㄥˊ,1,525815,99.141535
59691,緩身,,1,525816,99.141724
59692,緩症鏈球菌,,1,525817,99.141913
59693,緩解期,,1,525818,99.142102
59694,緩衝區,ㄏㄨㄢˇ　ㄔㄨㄥ　ㄑㄩ,1,525819,99.142291
59695,緩議,ㄏㄨㄢˇ　ㄧˋ,1,525820,99.14248
59696,緙絲,ㄎㄜˋ　ㄙ,1,525821,99.142669
59697,罷官,ㄅㄚˋ　ㄍㄨㄢ,1,525822,99.142858
59698,罷教,ㄅㄚˋ　ㄐㄧㄠ,1,525823,99.143047
59699,罷教權,,1,525824,99.143236
59700,罷課,ㄅㄚˋ　ㄎㄜˋ,1,525825,99.143425
59701,罷駛,ㄅㄚˋ　ㄕˇ,1,525826,99.143614
59702,翩翩,ㄆㄧㄢ　ㄆㄧㄢ,1,525827,99.143803
59703,翩翩風度,,1,525828,99.143992
59704,翩翩起舞,ㄆㄧㄢ　ㄆㄧㄢ　ㄑㄧˇ　ㄨˇ,1,525829,99.144181
59705,膜部,,1,525830,99.14437
59706,膝上型電腦,,1,525831,99.144559
59707,膝蓋骨,ㄒㄧ　ㄍㄞˋ　ㄍㄨˇ,1,525832,99.144748
59708,膝關節,,1,525833,99.144937
59709,膠卷,ㄐㄧㄠ　ㄐㄩㄢˇ,1,525834,99.145126
59710,膠東,,1,525835,99.145315
59711,膠狀,,1,525836,99.145504
59712,膠凍狀,,1,525837,99.145693
59713,膠紙,ㄐㄧㄠ　ㄓˇ,1,525838,99.145882
59714,膠帶盒,,1,525839,99.146071
59715,膠著,ㄐㄧㄠ　ㄓㄨㄛˊ,1,525840,99.14626
59716,膠態鉍片,,1,525841,99.146449
59717,膠漿,,1,525842,99.146638
59718,蔗糖,ㄓㄜˋ　ㄊㄤˊ,1,525843,99.146827
59719,蔽帚自珍,,1,525844,99.147016
59720,蔚成,ㄨㄟˋ　ㄔㄥˊ,1,525845,99.147205
59721,蔚藍海岸,,1,525846,99.147394
59722,蓮子,ㄌㄧㄢˊ　ㄗˇ,1,525847,99.147583
59723,蓮池大師,,1,525848,99.147772
59724,蓮池潭,,1,525849,99.147961
59725,蓮花池陂,,1,525850,99.14815
59726,蓮花峰,,1,525851,99.148339
59727,蓮花落,ㄌㄧㄢˊ　ㄏㄨㄚ　ㄌㄠˋ,1,525852,99.148528
59728,蓮座,ㄌㄧㄢˊ　ㄗㄨㄛˋ,1,525853,99.148717
59729,蓮燈,,1,525854,99.148906
59730,蔬菜專業區,,1,525855,99.149095
59731,蔬菜園,,1,525856,99.149284
59732,蔬菜類,,1,525857,99.149473
59733,蔓生,ㄇㄢˋ　ㄕㄥ,1,525858,99.149662
59734,蔓藤,ㄇㄢˋ　ㄊㄥˊ,1,525859,99.149851
59735,蔣公紀念館,,1,525860,99.15004
59736,蔣仲苓,,1,525861,99.150229
59737,蔣光超,,1,525862,99.150418
59738,蔣孝勇,,1,525863,99.150607
59739,蔣故總統經國先生,,1,525864,99.150796
59740,蔣廉儒,,1,525865,99.150985
59741,蔣碩傑,,1,525866,99.151174
59742,蔡元培,ㄘㄞˋ　ㄩㄢˊ　ㄆㄟˊ,1,525867,99.151363
59743,蔡孔雄,,1,525868,99.151552
59744,蔡少芬,,1,525869,99.151741
59745,蔡旭峰,,1,525870,99.15193
59746,蔡志忠,,1,525871,99.152119
59747,蔡佩怡,,1,525872,99.152308
59748,蔡幸娟,,1,525873,99.152497
59749,蔡明亮,,1,525874,99.152686
59750,蔡明彰,,1,525875,99.152875
59751,蔡明毅,,1,525876,99.153064
59752,蔡明憲,,1,525877,99.153253
59753,蔡河灣,,1,525878,99.153442
59754,蔡啟煌,,1,525879,99.153631
59755,蔡進順,,1,525880,99.15382
59756,蔡楚生,,1,525881,99.154009
59757,蔡源賢,,1,525882,99.154198
59758,蔡詩萍,,1,525883,99.154387
59759,蔡慧卿,,1,525884,99.154576
59760,蔡質,,1,525885,99.154765
59761,蔡繁卿,,1,525886,99.154954
59762,蔡鴻文,,1,525887,99.155143
59763,蔡歆,,1,525888,99.155332
59764,蓬來米,,1,525889,99.155521
59765,蓬首垢面,ㄆㄥˊ　ㄕㄡˇ　ㄍㄡˋ　ㄇㄧㄢˋ,1,525890,99.15571
59766,蓬萊蕉,,1,525891,99.155899
59767,蓬頭,ㄆㄥˊ　ㄊㄡˊ,1,525892,99.156088
59768,蝴蝶蘭,ㄏㄨˊ　ㄉㄧㄝˊ　ㄌㄢˊ,1,525893,99.156277
59769,蝶形閥,,1,525894,99.156466
59770,蝶蛹,ㄉㄧㄝˊ　ㄩㄥˇ,1,525895,99.156655
59771,蝶道,,1,525896,99.156844
59772,蝶燈蛾,,1,525897,99.157033
59773,蝶竇,,1,525898,99.157222
59774,蝶戀花,,1,525899,99.157411
59775,蝦丸雞皮湯,,1,525900,99.1576
59776,蝦仁,,1,525901,99.157789
59777,蝦先生,,1,525902,99.157978
59778,蝦兵蟹將,ㄒㄧㄚ　ㄅㄧㄥ　ㄒㄧㄝˋ　ㄐㄧㄤˋ,1,525903,99.158167
59779,蝦花,,1,525904,99.158356
59780,蝦猴,,1,525905,99.158545
59781,蝦餅,,1,525906,99.158734
59782,蝸居,ㄍㄨㄚ　ㄐㄩ,1,525907,99.158923
59783,蝸紋,,1,525908,99.159112
59784,蝙蝠洞,,1,525909,99.159301
59785,蝗災,ㄏㄨㄤˊ　ㄗㄞ,1,525910,99.15949
59786,蝗蟲,ㄏㄨㄤˊ　ㄔㄨㄥˊ,1,525911,99.159679
59787,衛士,ㄨㄟˋ　ㄕˋ,1,525912,99.159868
59788,衛水,,1,525913,99.160057
59789,衛生科,,1,525914,99.160246
59790,衛生員,,1,525915,99.160435
59791,衛生部長,,1,525916,99.160624
59792,衛生署長,,1,525917,99.160813
59793,衛生檢驗所,,1,525918,99.161002
59794,衛星城,,1,525919,99.161191
59795,衛星接收器,,1,525920,99.16138
59796,衛星通信,ㄨㄟˋ　ㄒㄧㄥ　ㄊㄨㄥ　ㄒㄧㄣˋ,1,525921,99.161569
59797,衛星通信中心,,1,525922,99.161758
59798,衛星雲圖,ㄨㄟˋ　ㄒㄧㄥ　ㄩㄣˊ　ㄊㄨˊ,1,525923,99.161947
59799,衛星電視法,,1,525924,99.162136
59800,衛星電視頻道,,1,525925,99.162325
59801,衛星導航系統,,1,525926,99.162514
59802,衛教,,1,525927,99.162703
59803,衛教系,,1,525928,99.162892
59804,衛斯理傳奇之老貓,,1,525929,99.163081
59805,衛道人士,,1,525930,99.16327
59806,衛爾康財團,,1,525931,99.163459
59807,衛靈公,ㄨㄟˋ　ㄌㄧㄥˊ　ㄍㄨㄥ,1,525932,99.163648
59808,衝口,,1,525933,99.163837
59809,衝向天外天,,1,525934,99.164026
59810,衝倒,,1,525935,99.164215
59811,衝程,ㄔㄨㄥ　ㄔㄥˊ,1,525936,99.164404
59812,衝鋒,ㄔㄨㄥ　ㄈㄥ,1,525937,99.164593
59813,衝激,ㄔㄨㄥ　ㄐㄧ,1,525938,99.164782
59814,褐陶,,1,525939,99.164971
59815,褐斑病,,1,525940,99.16516
59816,褐斑鬣狗,,1,525941,99.165349
59817,複方薄荷油,,1,525942,99.165538
59818,複印機,ㄈㄨˋ　ㄧㄣˋ　ㄐㄧ,1,525943,99.165727
59819,複合多連桿式,,1,525944,99.165916
59820,複合體,,1,525945,99.166105
59821,複式,ㄈㄨˋ　ㄕˋ,1,525946,99.166294
59822,複式外匯匯率,,1,525947,99.166483
59823,複式型引擎,,1,525948,99.166672
59824,複式教學,ㄈㄨˋ　ㄕˋ　ㄐㄧㄠˋ　ㄒㄩㄝˊ,1,525949,99.166861
59825,複式匯率,,1,525950,99.16705
59826,複吸率,,1,525951,99.167239
59827,複葉,ㄈㄨˋ　ㄧㄝˋ,1,525952,99.167428
59828,複道,,1,525953,99.167617
59829,複製人,,1,525954,99.167806
59830,複製品,ㄈㄨˋ　ㄓˋ　ㄆㄧㄣˇ,1,525955,99.167995
59831,複選,ㄈㄨˋ　ㄒㄩㄢˇ,1,525956,99.168184
59832,複雜度,,1,525957,99.168373
59833,褒獎,ㄅㄠ　ㄐㄧㄤˇ,1,525958,99.168562
59834,褓姆,ㄅㄠˇ　ㄇㄨˇ,1,525959,99.168751
59835,褓抱提攜,ㄅㄠˇ　ㄅㄠˋ　ㄊㄧˊ　ㄒㄧ,1,525960,99.16894
59836,誼光組織,,1,525961,99.169129
59837,談吐,ㄊㄢˊ　ㄊㄨˇ,1,525962,99.169318
59838,談好,,1,525963,99.169507
59839,談判力,,1,525964,99.169696
59840,談虎色變,ㄊㄢˊ　ㄏㄨˇ　ㄙㄜˋ　ㄅㄧㄢˋ,1,525965,99.169885
59841,談琴,,1,525966,99.170074
59842,談話會,ㄊㄢˊ　ㄏㄨㄚˋ　ㄏㄨㄟˋ,1,525967,99.170263
59843,談話聲,,1,525968,99.170452
59844,諄諄,ㄓㄨㄣ　ㄓㄨㄣ,1,525969,99.170641
59845,誕生地,,1,525970,99.17083
59846,誕辰記念日,,1,525971,99.171019
59847,請示,ㄑㄧㄥˇ　ㄕˋ,1,525972,99.171208
59848,請帖,ㄑㄧㄥˇ　ㄊㄧㄝˇ,1,525973,99.171397
59849,請便,ㄑㄧㄥˇ　ㄅㄧㄢˋ,1,525974,99.171586
59850,請柬,ㄑㄧㄥˇ　ㄐㄧㄢˇ,1,525975,99.171775
59851,請洽,,1,525976,99.171964
59852,請益,ㄑㄧㄥˇ　ㄧˋ,1,525977,99.172153
59853,請款,,1,525978,99.172342
59854,請罪,ㄑㄧㄥˇ　ㄗㄨㄟˋ,1,525979,99.172531
59855,請賑,,1,525980,99.17272
59856,請領,,1,525981,99.172909
59857,諸人,,1,525982,99.173098
59858,諸子,ㄓㄨ　ㄗˇ,1,525983,99.173287
59859,諸子百家,ㄓㄨ　ㄗˇ　ㄅㄞˇ　ㄐㄧㄚ,1,525984,99.173476
59860,諸公,,1,525985,99.173665
59861,諸方鎮表,,1,525986,99.173854
59862,諸州,,1,525987,99.174043
59863,諸番,,1,525988,99.174232
59864,諸羅,ㄓㄨ　ㄌㄨㄛˊ,1,525989,99.174421
59865,課外書,,1,525990,99.17461
59866,課本費,,1,525991,99.174799
59867,課後輔導,ㄎㄜˋ　ㄏㄡˋ　ㄈㄨˇ　ㄉㄠˇ,1,525992,99.174988
59868,課員,ㄎㄜˋ　ㄩㄢˊ,1,525993,99.175177
59869,課桌,,1,525994,99.175366
59870,課繳,,1,525995,99.175555
59871,調入,,1,525996,99.175744
59872,調勻,,1,525997,99.175933
59873,調包,ㄉㄧㄠˋ　ㄅㄠ,1,525998,99.176122
59874,調回,,1,525999,99.176311
59875,調走,,1,526000,99.1765
59876,調味料,ㄊㄧㄠˊ　ㄨㄟˋ　ㄌㄧㄠˋ,1,526001,99.176689
59877,調味醬,,1,526002,99.176878
59878,調性,,1,526003,99.177067
59879,調治,,1,526004,99.177256
59880,調虎離山,ㄉㄧㄠˋ　ㄏㄨˇ　ㄌㄧˊ　ㄕㄢ,1,526005,99.177445
59881,調度室,ㄉㄧㄠˋ　ㄉㄨˋ　ㄕˋ,1,526006,99.177634
59882,調度站,,1,526007,99.177823
59883,調查局長,,1,526008,99.178012
59884,調查員,ㄉㄧㄠˋ　ㄔㄚˊ　ㄩㄢˊ,1,526009,99.178201
59885,調查船,,1,526010,99.17839
59886,調查費,,1,526011,99.178579
59887,調借,,1,526012,99.178768
59888,調理板,,1,526013,99.178957
59889,調處,ㄊㄧㄠˊ　ㄔㄨˇ,1,526014,99.179146
59890,調換,ㄉㄧㄠˋ　ㄏㄨㄢˋ,1,526015,99.179335
59891,調景嶺教育文化基金會,,1,526016,99.179524
59892,調節器,,1,526017,99.179713
59893,調經,,1,526018,99.179902
59894,調製,ㄊㄧㄠˊ　ㄓˋ,1,526019,99.180091
59895,調價,ㄊㄧㄠˊ　ㄐㄧㄚˋ,1,526020,99.18028
59896,調價案,,1,526021,99.180469
59897,調撥車道,ㄉㄧㄠˋ　ㄅㄛ　ㄔㄜ　ㄉㄠˋ,1,526022,99.180658
59898,調緩,,1,526023,99.180847
59899,調駐,ㄉㄧㄠˋ　ㄓㄨˋ,1,526024,99.181036
